ServerName,FieldName,CurrentValue,ProposedValue
ah57sdcla00170,System,,SOA Production-DR (RHEL8)
ah57sdcla00170,Purpose,,IBM WAS
ah57sdcla00170,Supportgroup,,MMIS Support SOA - SOA
ah57sdcla00171,System,,SOA Production-DR (RHEL8)
ah57sdcla00171,Purpose,,IBM WAS
ah57sdcla00171,Supportgroup,,MMIS Support SOA - SOA
ah57sdcla00172,System,,SOA Production-DR (RHEL8)
ah57sdcla00172,Purpose,,IBM BAW
ah57sdcla00172,Supportgroup,,MMIS Support SOA - SOA
ah57sdcla00173,System,,SOA Production-DR (RHEL8)
ah57sdcla00173,Purpose,,IBM BAW
ah57sdcla00173,Supportgroup,,MMIS Support SOA - SOA
ah57sdcla00174,System,,SOA Production-DR (RHEL8)
ah57sdcla00174,Purpose,,Progress Corticon
ah57sdcla00174,Supportgroup,,MMIS Support SOA - SOA
ah57sdcla00175,System,,SOA Production-DR (RHEL8)
ah57sdcla00175,Purpose,,Progress Corticon
ah57sdcla00175,Supportgroup,,MMIS Support SOA - SOA
ah57sdcla00176,System,,SOA Production-DR (RHEL8)
ah57sdcla00176,Purpose,,IBM WSRR
ah57sdcla00176,Supportgroup,,MMIS Support SOA - SOA
ah57sdcla00177,System,,SOA Production-DR (RHEL8)
ah57sdcla00177,Purpose,,IBM WSRR
ah57sdcla00177,Supportgroup,,MMIS Support SOA - SOA
ah57sdcla00178,System,,IBM License Metric Tool (IBM LMT)
ah57sdcla00178,Purpose,,IBM Licensing Server
ah57sdcla00178,Supportgroup,,MMIS Support SOA - SOA
ah57sdcla01050,System,,SOA Production-DR
ah57sdcla01050,Purpose,,SOA Application Server (IIB)
ah57sdcla01050,Supportgroup,,MMIS Support SOA - SOA
ah57sdcla01051,System,,SOA Production-DR
ah57sdcla01051,Purpose,,SOA Application Server (IIB)
ah57sdcla01051,Supportgroup,,MMIS Support SOA - SOA
ah57sdcla01052,System,,SOA Production-DR
ah57sdcla01052,Purpose,,SOA Application Server (WAS)
ah57sdcla01052,Supportgroup,,MMIS Support SOA - SOA
ah57sdcla01053,System,,SOA Production-DR
ah57sdcla01053,Purpose,,SOA Application Server (WAS)
ah57sdcla01053,Supportgroup,,MMIS Support SOA - SOA
ah57sdcla01054,System,,SOA Production-DR
ah57sdcla01054,Purpose,,SOA Application Server (BPM)
ah57sdcla01054,Supportgroup,,MMIS Support SOA - SOA
ah57sdcla01055,System,,SOA Production-DR
ah57sdcla01055,Purpose,,SOA Application Server (BPM)
ah57sdcla01055,Supportgroup,,MMIS Support SOA - SOA
ah57sdcla01056,System,,SOA Production-DR
ah57sdcla01056,Purpose,,SOA Application Server (WAS)
ah57sdcla01056,Supportgroup,,MMIS Support SOA - SOA
ah57sdcla01057,System,,SOA Production-DR
ah57sdcla01057,Purpose,,SOA Application Server (WAS)
ah57sdcla01057,Supportgroup,,MMIS Support SOA - SOA
ah57sdcla01058,System,,SOA Production-DR
ah57sdcla01058,Purpose,,SOA Application Server (WSRR)
ah57sdcla01058,Supportgroup,,MMIS Support SOA - SOA
ah57sdcla01059,System,,SOA Production-DR
ah57sdcla01059,Purpose,,SOA Application Server (WSRR)
ah57sdcla01059,Supportgroup,,MMIS Support SOA - SOA
ah57sdcla03023,System,,Managed File Transfer
ah57sdcla03023,Purpose,,MFT - Hosts the SFG application for managed file transfer
ah57sdcla03023,Supportgroup,,MMIS Support EDI SFG/Sterling
ah57sdcla03024,System,,Managed File Transfer
ah57sdcla03024,Purpose,,MFT - Hosts the SFG application for managed file transfer
ah57sdcla03024,Supportgroup,,MMIS Support EDI SFG/Sterling
ah57sdcla03025,System,,Managed File Transfer
ah57sdcla03025,Purpose,,MFT - Hosts the SFG application for managed file transfer
ah57sdcla03025,Supportgroup,,MMIS Support EDI SFG/Sterling
ah57sdcla03026,System,,Managed File Transfer
ah57sdcla03026,Purpose,,MFT - Hosts the SFG application for managed file transfer
ah57sdcla03026,Supportgroup,,MMIS Support EDI SFG/Sterling
ah57sdcla04201,System,,MMIS Dynatrace
ah57sdcla04201,Purpose,,MMIS Dynatrace Node
ah57sdcla04201,Supportgroup,,MMIS DynaTrace SW ADMIN
ah57sdcla04202,System,,MMIS Dynatrace
ah57sdcla04202,Purpose,,MMIS Dynatrace Node
ah57sdcla04202,Supportgroup,,MMIS DynaTrace SW ADMIN
ah57sdcla04203,System,,MMIS Dynatrace
ah57sdcla04203,Purpose,,MMIS Dynatrace Node
ah57sdcla04203,Supportgroup,,MMIS DynaTrace SW ADMIN
ah57sdcla04204,System,,MMIS Dynatrace
ah57sdcla04204,Purpose,,MMIS DynaTrace Cluster Active gate
ah57sdcla04204,Supportgroup,,MMIS DynaTrace SW ADMIN
ah57sdcla04205,System,,MMIS Dynatrace
ah57sdcla04205,Purpose,,MMIS DynaTrace Cluster Active gate
ah57sdcla04205,Supportgroup,,MMIS DynaTrace SW ADMIN
ah57sdcla04206,System,,MMIS Dynatrace
ah57sdcla04206,Purpose,,MMIS DynaTrace Environment Active Gate
ah57sdcla04206,Supportgroup,,MMIS DynaTrace SW ADMIN
ah57sdcla04207,System,,MMIS Dynatrace
ah57sdcla04207,Purpose,,MMIS DynaTrace Environment Active Gate
ah57sdcla04207,Supportgroup,,MMIS DynaTrace SW ADMIN
ah57sdcla90013,Purpose,,NetBackup
ah57sdcla90014,Purpose,,NetBackup
ah57sdcla90015,Purpose,,NetBackup
ah57sdclb03003,System,,Edifecs
ah57sdclb03003,Purpose,,Oracle DB
ah57sdclb03003,Supportgroup,,MMIS Support INF DBA
ah57sdclb03004,System,,Edifecs
ah57sdclb03004,Purpose,,Oracle DB
ah57sdclb03004,Supportgroup,,MMIS Support INF DBA
ah57sdclc00001,System,,ATP
ah57sdclc00001,Purpose,,Oracle RAC Node - Uses IPTables
ah57sdclc00001,Supportgroup,,ORACLE DB ADMIN DXC
ah57sdclc00002,System,,ATP
ah57sdclc00002,Purpose,,Oracle RAC Node - Uses IPTables
ah57sdclc00002,Supportgroup,,ORACLE DB ADMIN DXC
ah57sdclc00007,System,,Shared RAC
ah57sdclc00007,Purpose,,Oracle RAC Node
ah57sdclc00007,Supportgroup,,ORACLE DB ADMIN DXC
ah57sdclc00008,System,,Shared RAC
ah57sdclc00008,Purpose,,Oracle RAC Node
ah57sdclc00008,Supportgroup,,ORACLE DB ADMIN DXC
ah57sdclc03003,System,,Oracle RAC
ah57sdclc03003,Purpose,,Oracle RAC Node 1
ah57sdclc03003,Supportgroup,,MMIS Support INF DBA
ah57sdclc03004,System,,Oracle RAC
ah57sdclc03004,Purpose,,Oracle RAC Node 2
ah57sdclc03004,Supportgroup,,MMIS Support INF DBA
ah57sdclc03005,System,,Oracle RAC - Sandbox
ah57sdclc03005,Purpose,,Oracle RAC Sandbox Node 1
ah57sdclc03005,Supportgroup,,MMIS Support INF DBA
ah57sdclc03006,System,,Oracle RAC - Sandbox
ah57sdclc03006,Purpose,,Oracle RAC Sandbox Node 2
ah57sdclc03006,Supportgroup,,MMIS Support INF DBA
ah57sdclc03007,System,,Oracle RAC
ah57sdclc03007,Purpose,,Oracle RAC Node 1
ah57sdclc03007,Supportgroup,,MMIS Support INF DBA
ah57sdclc03008,System,,Oracle RAC
ah57sdclc03008,Purpose,,Oracle RAC Node 2
ah57sdclc03008,Supportgroup,,MMIS Support INF DBA
ah57sdclc03009,System,,Oracle RAC
ah57sdclc03009,Purpose,,Oracle RAC Node 1
ah57sdclc03009,Supportgroup,,MMIS Support INF DBA
ah57sdclc03010,System,,Oracle RAC
ah57sdclc03010,Purpose,,Oracle RAC Node 2
ah57sdclc03010,Supportgroup,,MMIS Support INF DBA
ah57sdclc04003,System,,Oracle RAC
ah57sdclc04003,Purpose,,Oracle RAC Node 1
ah57sdclc04003,Supportgroup,,MMIS Support INF DBA
ah57sdclc04004,System,,Oracle RAC
ah57sdclc04004,Purpose,,Oracle RAC Node 2
ah57sdclc04004,Supportgroup,,MMIS Support INF DBA
ah57sdcli00002,System,,SOA
ah57sdcli00002,Purpose,,Datapower
ah57sdcli00002,Supportgroup,,ENTERPRISE SOA SW ADMIN
ah57sdcli00003,System,,SOA
ah57sdcli00003,Purpose,,Datapower
ah57sdcli00003,Supportgroup,,ENTERPRISE SOA SW ADMIN
ah57sdclm00001,System,,Syslog
ah57sdclm00001,Purpose,,Syslog - OS patching can restart without app admin assistance
ah57sdclm00001,Supportgroup,,ATP SW ADMIN
ah57sdclw00060,System,,Code Management
ah57sdclw00060,Purpose,,Code Management Reposity  Server - OS patching can restart without app admin assistance.
ah57sdclw00060,Supportgroup,,MMIS Support Backend Apps DevOps
ah57sdclw00061,System,,Code Management
ah57sdclw00061,Purpose,,Code Management Reposity  Server - OS patching can restart without app admin assistance.
ah57sdclw00061,Supportgroup,,MMIS Support Backend Apps DevOps
ah57sdclw00096,System,,SOA Production-DR
ah57sdclw00096,Purpose,,SOA Web Server
ah57sdclw00096,Supportgroup,,MMIS Support SOA - SOA
ah57sdclw00097,System,,SOA Production-DR
ah57sdclw00097,Purpose,,SOA Web Server
ah57sdclw00097,Supportgroup,,MMIS Support SOA - SOA
ah57sdclw00103,System,,Siebel
ah57sdclw00103,Purpose,,Web/App/Rpt - can be restarted without app admin assistance
ah57sdclw00103,Supportgroup,,SIEBEL SW ADMIN
ah57sdclw00107,System,,Code Management
ah57sdclw00107,Purpose,,Repository
ah57sdclw00107,Supportgroup,,MMIS Support Backend Apps DevOps
ah57sdclw00108,System,,Code Management
ah57sdclw00108,Purpose,,Repository
ah57sdclw00108,Supportgroup,,MMIS Support Backend Apps DevOps
ah57sdclw00109,System,,SOA Stage (RHEL8)
ah57sdclw00109,Purpose,,TMED Web Server
ah57sdclw00109,Supportgroup,,MMIS Support SOA - SOA
ah57sdclw00110,System,,SOA Stage (RHEL8)
ah57sdclw00110,Purpose,,TMED Web Server
ah57sdclw00110,Supportgroup,,MMIS Support SOA - SOA
ah57sdclw00111,System,,SOA Production-DR (RHEL8)
ah57sdclw00111,Purpose,,TMED Web Server
ah57sdclw00111,Supportgroup,,MMIS Support SOA - SOA
ah57sdclw00112,System,,SOA Production-DR (RHEL8)
ah57sdclw00112,Purpose,,TMED Web Server
ah57sdclw00112,Supportgroup,,MMIS Support SOA - SOA
ah57sdclw20002,System,,AGM
ah57sdclw20002,Purpose,,AGM Web Node 1 - OS patching can restart without app admin assistance
ah57sdclw20002,Supportgroup,,ALM SW ADMIN
ah57sdclx00002,System,,OEM
ah57sdclx00002,Purpose,,Oracle Enterprise Manager
ah57sdclx00002,Supportgroup,,ORACLE DB ADMIN DXC
ah57sdclx00004,System,,Oracle Enterprise Manager (OEM)
ah57sdclx00004,Purpose,,Oracle Enterprise Manager
ah57sdclx00004,Supportgroup,,MMIS Support INF DBA
ah57sdclx00005,System,,Oracle Enterprise Manager (OEM)
ah57sdclx00005,Purpose,,OEM Server
ah57sdclx00005,Supportgroup,,MMIS Support INF DBA
ah57sdcpa00003,System,,PAM
ah57sdcpa00003,Purpose,,PAM Appliance
ah57sdcpa00003,Supportgroup,,PAM SW Admin
ah57sdcpa00004,System,,PAM
ah57sdcpa00004,Purpose,,PAM Appliance
ah57sdcpa00004,Supportgroup,,PAM SW Admin
ah57sdcpa00005,System,,PAM
ah57sdcpa00005,Purpose,,PAM Debian appliance
ah57sdcpa00005,Supportgroup,,UNIX OS ADMIN
ah57sdcpa00008,System,,SOA
ah57sdcpa00008,Purpose,,API Connect 2018.04.1
ah57sdcpa00008,Supportgroup,,ENTERPRISE SOA SW ADMIN
ah57sdcpa00009,System,,SOA
ah57sdcpa00009,Purpose,,API Connect 2018.04.1
ah57sdcpa00009,Supportgroup,,ENTERPRISE SOA SW ADMIN
ah57sdcpa00010,System,,SOA
ah57sdcpa00010,Purpose,,API Connect 2018.04.1
ah57sdcpa00010,Supportgroup,,ENTERPRISE SOA SW ADMIN
ah57sdcpi00005-c,System,,SOA Production-DR
ah57sdcpi00005-c,Purpose,,Datapower
ah57sdcpi00005-c,Supportgroup,,MMIS Support SOA - SOA
ah57sdcpi00006-c,System,,SOA Production-DR
ah57sdcpi00006-c,Purpose,,DataPower Physical Gateway S2
ah57sdcpi00006-c,Supportgroup,,MMIS Support SOA - SOA
ah57sdcua00001,System,,SAS-BI
ah57sdcua00001,Purpose,,Application Server
ah57sdcua00001,Supportgroup,,SAS SW Admin
ah57sdcua00002,System,,SAS-BI
ah57sdcua00002,Purpose,,SAS Application Server
ah57sdcua00002,Supportgroup,,SAS SW Admin
ah57sdcub00016,System,,Interchange
ah57sdcub00016,Purpose,,"Oracle database - Filenet/Siebel/Exstream - idbp8p
sblprod
tnedrp1
tnedrp2"
ah57sdcub00016,Supportgroup,,ORACLE DB ADMIN DXC
ah57sdcub01018,System,,Interchange
ah57sdcub01018,Purpose,,Oracle Financial
ah57sdcub01018,Supportgroup,,UNIX OS ADMIN
ah57sdcub01020,System,,InterChange
ah57sdcub01020,Purpose,,Oracle db - MMIS/DW/MAR/Fraud & Abuse - ...
ah57sdcub01020,Supportgroup,,UNIX OS ADMIN
ah57sdcub01021,System,,Interchange
ah57sdcub01021,Purpose,,Oracle database
ah57sdcub01021,Supportgroup,,ORACLE DB ADMIN DXC
ah57sdcub01027,System,,TPAES
ah57sdcub01027,Purpose,,TPAES 2 Development Zone
ah57sdcub01027,Supportgroup,,ORACLE DB ADMIN DXC
ah57sdcub02001,System,,ALM
ah57sdcub02001,Purpose,,Oracle Database Domain on M8000. Requested to be operational by Chad Williams at 9:14AM CST on 9/15/2023
ah57sdcub02001,Supportgroup,,ORACLE DB ADMIN DXC
ah57sdcub02001- dup,System,,ALM
ah57sdcub02001- dup,Purpose,,Oracle Database domain on M8000
ah57sdcub02001- dup,Supportgroup,,ALM SW ADMIN
ah57sdcub04001,System,,T7 Database
ah57sdcub04001,Purpose,,Oracle Database Zone
ah57sdcub04001,Supportgroup,,ORACLE DB ADMIN DXC
ah57sdcub04002,System,,T7 Database
ah57sdcub04002,Purpose,,Oracle Database Zone
ah57sdcub04002,Supportgroup,,ORACLE DB ADMIN DXC
ah57sdcub04003,System,,T7 Database Host
ah57sdcub04003,Purpose,,Oracle Database Zone
ah57sdcub04003,Supportgroup,,MMIS Support INF UNIX
ah57sdcub04004,System,,T7 Database
ah57sdcub04004,Purpose,,Oracle Database Zone
ah57sdcub04004,Supportgroup,,ORACLE DB ADMIN DXC
ah57sdcub04005,System,,T7 Database
ah57sdcub04005,Purpose,,Oracle Database Zone
ah57sdcub04005,Supportgroup,,MMIS Support Backend Apps DevOps
ah57sdcub04006,System,,T7 Database
ah57sdcub04006,Purpose,,Oracle Database Zone
ah57sdcub04006,Supportgroup,,MMIS Support INF DBA
ah57sdcub04007,System,,T7 Database
ah57sdcub04007,Purpose,,Oracle Database - MMIS
ah57sdcub04007,Supportgroup,,ORACLE DB ADMIN DXC
ah57sdcub04008,System,,T7 Database Host
ah57sdcub04008,Purpose,,"Oracle Database Zone - Siebel/CMOD/FileNet - Production - SBLPRD20, ARS105P, IBMCNVP, IBMFNVP, IDBP55P"
ah57sdcub04008,Supportgroup,,MMIS Support INF DBA
ah57sdcub04009,System,,T7 Database Host
ah57sdcub04009,Purpose,,ForgeRock LDAP integration for interchange
ah57sdcub04009,Supportgroup,,MMIS Support INF UNIX
ah57sdcub04010,System,,T7 Database
ah57sdcub04010,Purpose,,Oracle Database Zone
ah57sdcub04010,Supportgroup,,ORACLE DB ADMIN DXC
ah57sdcub04011,System,,Code Management
ah57sdcub04011,Purpose,,Code Management Build Server - OS patching can restart without app admin assistance.
ah57sdcub04011,Supportgroup,,MMIS Support Backend Apps DevOps
ah57sdcub04012,System,,T7 Database
ah57sdcub04012,Purpose,,Oracle Database Zone
ah57sdcub04012,Supportgroup,,ORACLE DB ADMIN DXC
ah57sdcub04013,System,,T7 Database
ah57sdcub04013,Purpose,,Oracle Database Zone
ah57sdcub04013,Supportgroup,,ORACLE DB ADMIN DXC
ah57sdcub04014,System,,T7 Database
ah57sdcub04014,Purpose,,Oracle Database - Controlled Substance - tncsmp1
ah57sdcub04014,Supportgroup,,ORACLE DB ADMIN DXC
ah57sdcub04015,System,,T7 Database
ah57sdcub04015,Purpose,,Oracle Database - Controlled Substance Load  - tncsma2
ah57sdcub04015,Supportgroup,,ORACLE DB ADMIN DXC
ah57sdcub04016,System,,T7 Database Host
ah57sdcub04016,Purpose,,Oracle Database Zone - CSM - Production - CSMSP
ah57sdcub04016,Supportgroup,,MMIS Support INF DBA
ah57sdcub04017,System,,T7 Database Host
ah57sdcub04017,Purpose,,Oracle Database Zone - CSM - Production - CSMP
ah57sdcub04017,Supportgroup,,MMIS Support INF DBA
ah57sdcub04018,System,,T7 Database Host
ah57sdcub04018,Purpose,,Oracle Database Zone - Siebel - Production - SBLPRD17
ah57sdcub04018,Supportgroup,,MMIS Support INF DBA
ah57sdcub04019,System,,T7 Database
ah57sdcub04019,Purpose,,Oracle Database Zone
ah57sdcub04019,Supportgroup,,ORACLE DB ADMIN DXC
ah57sdcub04020,System,,T7 Database Host
ah57sdcub04020,Purpose,,"Oracle Database Zone

Duplicate of Ah57sdcub04020 10.11.36.120"
ah57sdcub04020,Supportgroup,,MMIS Support INF UNIX
ah57sdcub04021,System,,T7 Database Host
ah57sdcub04021,Purpose,,Oracle Database Zone
ah57sdcub04021,Supportgroup,,MMIS Support INF UNIX
ah57sdcub04022,System,,T7 Database Host
ah57sdcub04022,Purpose,,ForgeRock LDAP
ah57sdcub04022,Supportgroup,,MMIS Support INF UNIX
ah57sdcub04023,System,,T7 Database
ah57sdcub04023,Purpose,,Oracle Database - MMIS DW
ah57sdcub04023,Supportgroup,,ORACLE DB ADMIN DXC
ah57sdcub04024,System,,T-7 Database Host
ah57sdcub04024,Purpose,,"Oracle Database Zone - ALM/DataStage - Production - TNALMP2, TNDSTGP3"
ah57sdcub04024,Supportgroup,,MMIS Support INF DBA
ah57sdcub04025,System,,T7 Database
ah57sdcub04025,Purpose,,Oracle Database Zone
ah57sdcub04025,Supportgroup,,ORACLE DB ADMIN DXC
ah57sdcub04026,System,,T7 Database
ah57sdcub04026,Purpose,,Oracle Database Zone
ah57sdcub04026,Supportgroup,,ORACLE DB ADMIN DXC
ah57sdcub04027,System,,T7 Database
ah57sdcub04027,Purpose,,Oracle Database Zone
ah57sdcub04027,Supportgroup,,ORACLE DB ADMIN DXC
ah57sdcub04028,System,,T7 Database
ah57sdcub04028,Purpose,,Oracle Database Zone
ah57sdcub04028,Supportgroup,,ORACLE DB ADMIN DXC
ah57sdcub04029,System,,T7 Database
ah57sdcub04029,Purpose,,Oracle Database Zone
ah57sdcub04029,Supportgroup,,ORACLE DB ADMIN DXC
ah57sdcub04030,System,,T7 Database Host
ah57sdcub04030,Purpose,,Oracle Database Zone
ah57sdcub04030,Supportgroup,,MMIS Support INF UNIX
ah57sdcub04031,System,,T7 Database
ah57sdcub04031,Purpose,,Oracle Database Zone
ah57sdcub04031,Supportgroup,,ORACLE DB ADMIN DXC
ah57sdcub04032,System,,T7 Database
ah57sdcub04032,Purpose,,Oracle Database Zone
ah57sdcub04032,Supportgroup,,ORACLE DB ADMIN DXC
ah57sdcub04033,System,,T7 Database
ah57sdcub04033,Purpose,,Oracle Database Zone
ah57sdcub04033,Supportgroup,,ORACLE DB ADMIN DXC
ah57sdcub04034,System,,T7 Database
ah57sdcub04034,Purpose,,Oracle Database Zone
ah57sdcub04034,Supportgroup,,ORACLE DB ADMIN DXC
ah57sdcub04035,System,,T7 Database
ah57sdcub04035,Purpose,,Oracle Database Zone
ah57sdcub04035,Supportgroup,,ORACLE DB ADMIN DXC
ah57sdcub04036,System,,T7 Database
ah57sdcub04036,Purpose,,Oracle Database Zone
ah57sdcub04036,Supportgroup,,ORACLE DB ADMIN DXC
ah57sdcub04037,System,,T7 Database
ah57sdcub04037,Purpose,,Oracle Database Zone
ah57sdcub04037,Supportgroup,,ORACLE DB ADMIN DXC
ah57sdcub04038,System,,T7 Database
ah57sdcub04038,Purpose,,Oracle Database Zone
ah57sdcub04038,Supportgroup,,ORACLE DB ADMIN DXC
ah57sdcub04039,System,,T7 Database
ah57sdcub04039,Purpose,,Oracle Database Zone
ah57sdcub04039,Supportgroup,,ORACLE DB ADMIN DXC
ah57sdcub04040,System,,T7 Database
ah57sdcub04040,Purpose,,Oracle Database Zone
ah57sdcub04040,Supportgroup,,ORACLE DB ADMIN DXC
ah57sdcub04041,System,,SFTP
ah57sdcub04041,Purpose,,LDOM/Zone
ah57sdcub04041,Supportgroup,,MMIS Support INF UNIX
ah57sdcub04043,System,,SFTP
ah57sdcub04043,Purpose,,LDOM/Zone
ah57sdcub04043,Supportgroup,,MMIS Support INF UNIX
ah57sdcub04045,System,,SFTP
ah57sdcub04045,Purpose,,LDOM/Zone
ah57sdcub04045,Supportgroup,,Legacy SFTP SW ADMIN
ah57sdcub04046,System,,Code Management
ah57sdcub04046,Purpose,,Solaris Build Box - invalid host. Retiring 9/22/21
ah57sdcub04046,Supportgroup,,CODE MANAGEMENT SW ADMIN
ah57sdcub04048,System,,SFTP
ah57sdcub04048,Purpose,,LDOM / Zone
ah57sdcub04048,Supportgroup,,Legacy SFTP SW ADMIN
ah57sdcub04049,System,,SFTP
ah57sdcub04049,Purpose,,LDOM/Zone
ah57sdcub04049,Supportgroup,,Legacy SFTP SW ADMIN
ah57sdcub04056,System,,T-8 Database Host
ah57sdcub04056,Purpose,,"Interchange prod databases - MMIS - TNHISP, TNMISP, TNDOCP"
ah57sdcub04056,Supportgroup,,MMIS Support INF DBA
ah57sdcub04057,System,,T-8 Database Host
ah57sdcub04057,Purpose,,"Interchange Data Warehouse - MMIS - TNMARP, TNSURP"
ah57sdcub04057,Supportgroup,,MMIS Support INF DBA
ah57sdcub04060,System,,T8 Database Host
ah57sdcub04060,Purpose,,Oracle Database - SAS - Production - SASP
ah57sdcub04060,Supportgroup,,MMIS Support INF DBA
ah57sdcub04061,System,,T8 Database Host
ah57sdcub04061,Purpose,,"Oracle Database Zone - MMIS - DEHIS*, DEMIS*"
ah57sdcub04061,Supportgroup,,MMIS Support INF DBA
ah57sdcub04062,System,,T-7 Database Host
ah57sdcub04062,Purpose,,"Oracle Database Zone - MMIS - TNHISA, TNMISA"
ah57sdcub04062,Supportgroup,,MMIS Support INF DBA
ah57sdcub04063,System,,T7 Database Host
ah57sdcub04063,Purpose,,"Oracle Database Zone - MMIS - DEHISA, DEMISA"
ah57sdcub04063,Supportgroup,,MMIS Support INF DBA
ah57sdcub04064,Supportgroup,,MMIS Support INF DBA
ah57sdcub04066,Supportgroup,,MMIS Support INF DBA
ah57sdcuh04001,System,,T7 Database Host
ah57sdcuh04001,Purpose,,Oracle Database Host
ah57sdcuh04001,Supportgroup,,MMIS Support INF UNIX
ah57sdcuh04002,System,,T7 Database Host
ah57sdcuh04002,Purpose,,Oracle Database Host
ah57sdcuh04002,Supportgroup,,MMIS Support INF UNIX
ah57sdcuh04003,System,,SFTP
ah57sdcuh04003,Purpose,,LDOM/Zone Host
ah57sdcuh04003,Supportgroup,,MMIS Support INF UNIX
ah57sdcuh04004,System,,SFTP
ah57sdcuh04004,Purpose,,LDOM/Zone Host
ah57sdcuh04004,Supportgroup,,MMIS Support INF UNIX
ah57sdcuh04005,System,,T-8 Database Host
ah57sdcuh04005,Purpose,,T8 Oracle Host
ah57sdcuh04005,Supportgroup,,MMIS Support INF UNIX
ah57sdcux01013,System,,InterChange
ah57sdcux01013,Purpose,,"Oracle db - MMIS - tnhisp1
tnjobp1
tnjobp2
tnjobp3
tnmisp1"
ah57sdcux01013,Supportgroup,,ORACLE DB ADMIN DXC
ah57sdcux01015,System,,InterChange
ah57sdcux01015,Purpose,,"Oracle db - MAR/Fraud & Abuse/BO/Doco - rcatprod
tndocp1
tnmarp1
tnsump1
tnsurp1"
ah57sdcux01015,Supportgroup,,ORACLE DB ADMIN DXC
ah57sdcux01017,System,,InterChange
ah57sdcux01017,Purpose,,"Oracle db - MMIS/DW/MAR/Fraud & Abuse - t9hisa1 
t9mara1
t9misa1 
t9sura1"
ah57sdcux01017,Supportgroup,,Unix Admin
ah57sdcux01025,System,,InterChange
ah57sdcux01025,Purpose,,Oracle database
ah57sdcux01025,Supportgroup,,Unix Admin
ah57sdcux01027,System,,OEM
ah57sdcux01027,Purpose,,Oracle Database
ah57sdcux01027,Supportgroup,,ORACLE DB ADMIN DXC
ah57sdcux01028,Supportgroup,,Unix Admin
ah57sdcux01029,Purpose,,8:31 AM 4/1/2025 Retired per Chad Williams - Anthony Bronsdon
ah57sdcux01029,Supportgroup,,Unix Admin
ah57sdcux01030,System,,InterChange
ah57sdcux01030,Supportgroup,,ORACLE DB ADMIN DXC
ah57sdcux01031,System,,InterChange
ah57sdcux01031,Supportgroup,,ORACLE DB ADMIN DXC
ah57sdcux01033,System,,InterChange
ah57sdcux01033,Supportgroup,,ORACLE DB ADMIN DXC
ah57sdcux01034,System,,InterChange
ah57sdcux01034,Supportgroup,,ORACLE DB ADMIN DXC
ah57sdcux01035,System,,InterChange
ah57sdcux01035,Supportgroup,,ORACLE DB ADMIN DXC
ah57sdcux01036,System,,InterChange
ah57sdcux01036,Supportgroup,,ORACLE DB ADMIN DXC
ah57sdcux01037,System,,Interchange
ah57sdcux01037,Purpose,,Oracle database
ah57sdcux01037,Supportgroup,,ORACLE DB ADMIN DXC
ah57sdcux01038,System,,InterChange
ah57sdcux01038,Purpose,,Oracle database
ah57sdcux01038,Supportgroup,,ORACLE DB ADMIN DXC
ah57sdcux01041,System,,Interchange
ah57sdcux01041,Purpose,,Oracle database
ah57sdcux01041,Supportgroup,,Unix Admin
ah57sdcwa00051,System,,Code Management
ah57sdcwa00051,Purpose,,Code Management - OS patching can restart without app admin assistance.
ah57sdcwa00051,Supportgroup,,MMIS Support Backend Apps DevOps
ah57sdcwa00056,System,,Siebel
ah57sdcwa00056,Purpose,,Siebel 2016 App
ah57sdcwa00056,Supportgroup,,MMIS Support Backend Apps Siebel
ah57sdcwa00057,System,,Siebel
ah57sdcwa00057,Purpose,,Siebel 2016 App
ah57sdcwa00057,Supportgroup,,MMIS Support Backend Apps Siebel
ah57sdcwa00058,System,,Siebel
ah57sdcwa00058,Purpose,,Siebel 2016 App
ah57sdcwa00058,Supportgroup,,MMIS Support Backend Apps Siebel
ah57sdcwa00066,System,,CMOD
ah57sdcwa00066,Purpose,,Webi Server
ah57sdcwa00066,Supportgroup,,CMOD SW ADMIN
ah57sdcwa00067,System,,CMOD
ah57sdcwa00067,Purpose,,Webi Server
ah57sdcwa00067,Supportgroup,,CMOD SW ADMIN
ah57sdcwa00068,System,,CMOD
ah57sdcwa00068,Purpose,,Library/Object Server
ah57sdcwa00068,Supportgroup,,CMOD SW ADMIN
ah57sdcwa00069,System,,CMOD
ah57sdcwa00069,Purpose,,Library/Object Server
ah57sdcwa00069,Supportgroup,,CMOD SW ADMIN
ah57sdcwa00070,System,,CMOD
ah57sdcwa00070,Purpose,,Webi Server
ah57sdcwa00070,Supportgroup,,CMOD SW ADMIN
ah57sdcwa00071,System,,CMOD
ah57sdcwa00071,Purpose,,Library/Object Server
ah57sdcwa00071,Supportgroup,,CMOD SW ADMIN
ah57sdcwa00072,System,,CMOD
ah57sdcwa00072,Purpose,,Webi Server
ah57sdcwa00072,Supportgroup,,CMOD SW ADMIN
ah57sdcwa00073,System,,CMOD
ah57sdcwa00073,Purpose,,Webi Server
ah57sdcwa00073,Supportgroup,,CMOD SW ADMIN
ah57sdcwa00074,System,,FileNet Enterprise
ah57sdcwa00074,Purpose,,Filenet CPE Web 1
ah57sdcwa00074,Supportgroup,,FILENET SW ADMIN DXC
ah57sdcwa00075,System,,FileNet Enterprise
ah57sdcwa00075,Purpose,,Filenet CPE Web 2
