ServerName,FieldName,CurrentValue,ProposedValue
ah57sdcwa00075,Supportgroup,,FILENET SW ADMIN DXC
ah57sdcwa00076,System,,FileNet Enterprise
ah57sdcwa00076,Purpose,,Filenet ICN Web 1
ah57sdcwa00076,Supportgroup,,FILENET SW ADMIN DXC
ah57sdcwa00077,System,,FileNet Enterprise
ah57sdcwa00077,Purpose,,Filenet ICN Web 2
ah57sdcwa00077,Supportgroup,,FILENET SW ADMIN DXC
ah57sdcwa00078,System,,FileNet Enterprise
ah57sdcwa00078,Purpose,,Filenet ICC
ah57sdcwa00078,Supportgroup,,FILENET SW ADMIN DXC
ah57sdcwa00079,System,,FileNet Enterprise
ah57sdcwa00079,Purpose,,Filenet IDL
ah57sdcwa00079,Supportgroup,,FILENET SW ADMIN DXC
ah57sdcwa00080,System,,FileNet Enterprise
ah57sdcwa00080,Purpose,,Filenet CSS
ah57sdcwa00080,Supportgroup,,FILENET SW ADMIN DXC
ah57sdcwa00081,System,,FileNet Enterprise
ah57sdcwa00081,Purpose,,Filenet CPE/ICN Web 1
ah57sdcwa00081,Supportgroup,,MMIS Support Backend Apps Filenet
ah57sdcwa00082,System,,FileNet Enterprise
ah57sdcwa00082,Purpose,,Filenet CPE/ICN Web 2
ah57sdcwa00082,Supportgroup,,FILENET SW ADMIN DXC
ah57sdcwa00083,System,,FileNet Enterprise
ah57sdcwa00083,Purpose,,Filenet ICC
ah57sdcwa00083,Supportgroup,,FILENET SW ADMIN DXC
ah57sdcwa00084,System,,FileNet Enterprise
ah57sdcwa00084,Purpose,,Filenet IDL
ah57sdcwa00084,Supportgroup,,FILENET SW ADMIN DXC
ah57sdcwa00085,System,,FileNet Enterprise
ah57sdcwa00085,Purpose,,Filenet CSS
ah57sdcwa00085,Supportgroup,,FILENET SW ADMIN DXC
ah57sdcwa00086,System,,FileNet Enterprise
ah57sdcwa00086,Purpose,,Filenet CPE/ICN Web 1
ah57sdcwa00086,Supportgroup,,FILENET SW ADMIN DXC
ah57sdcwa00087,System,,FileNet Enterprise
ah57sdcwa00087,Purpose,,Filenet CPE/ICN Web 2
ah57sdcwa00087,Supportgroup,,FILENET SW ADMIN DXC
ah57sdcwa00088,System,,FileNet Enterprise
ah57sdcwa00088,Purpose,,Filenet ICC
ah57sdcwa00088,Supportgroup,,FILENET SW ADMIN DXC
ah57sdcwa00089,System,,Filenet Enterprise
ah57sdcwa00089,Purpose,,Filenet IDL
ah57sdcwa00089,Supportgroup,,FILENET SW ADMIN DXC
ah57sdcwa00090,System,,Filenet Enterprise
ah57sdcwa00090,Purpose,,Filenet CSS
ah57sdcwa00090,Supportgroup,,FILENET SW ADMIN DXC
ah57sdcwa00095,System,,PAM
ah57sdcwa00095,Purpose,,CA Authentication
ah57sdcwa00095,Supportgroup,,PAM SW Admin
ah57sdcwa00096,System,,Code Management
ah57sdcwa00096,Purpose,,Win Build Box - OS patching can restart without app admin assistance.
ah57sdcwa00096,Supportgroup,,MMIS Support Backend Apps DevOps
ah57sdcwa00097,System,,Siebel
ah57sdcwa00097,Purpose,,Siebel 2016 Prod app
ah57sdcwa00097,Supportgroup,,MMIS Support Backend Apps Siebel
ah57sdcwa00100,System,,Code Management
ah57sdcwa00100,Purpose,,Code Management Build Server - OS patching can restart without app admin assistance.
ah57sdcwa00100,Supportgroup,,MMIS Support Backend Apps DevOps
ah57sdcwa00101,System,,Code Management
ah57sdcwa00101,Purpose,,Code Management Build Server - OS patching can restart without app admin assistance.
ah57sdcwa00101,Supportgroup,,MMIS Support Backend Apps DevOps
ah57sdcwa00102,System,,JIL Manager (Job Information Language)
ah57sdcwa00102,Purpose,,Job Information Language Application Server
ah57sdcwa00102,Supportgroup,,MMIS Support Visual Apps Visual Apps (Appeon/TCOS/PWB/.NET)
ah57sdcwa00103,System,,JIL Manager (Job Information Language)
ah57sdcwa00103,Purpose,,Job Information Language Application Server
ah57sdcwa00103,Supportgroup,,MMIS Support Visual Apps Visual Apps (Appeon/TCOS/PWB/.NET)
ah57sdcwa00104,System,,Siebel
ah57sdcwa00104,Purpose,,Siebel Web/App
ah57sdcwa00104,Supportgroup,,MMIS Support Backend Apps Siebel
ah57sdcwa00105,System,,Siebel
ah57sdcwa00105,Purpose,,Siebel Web/App
ah57sdcwa00105,Supportgroup,,MMIS Support Backend Apps Siebel
ah57sdcwa00106,System,,Siebel
ah57sdcwa00106,Purpose,,Siebel Application
ah57sdcwa00106,Supportgroup,,MMIS Support Backend Apps Siebel
ah57sdcwa00107,System,,Siebel
ah57sdcwa00107,Purpose,,Siebel Application
ah57sdcwa00107,Supportgroup,,MMIS Support Backend Apps Siebel
ah57sdcwa00108,System,,Siebel
ah57sdcwa00108,Purpose,,Siebel Application
ah57sdcwa00108,Supportgroup,,MMIS Support Backend Apps Siebel
ah57sdcwa00109,System,,Siebel
ah57sdcwa00109,Purpose,,Siebel Reports/App
ah57sdcwa00109,Supportgroup,,MMIS Support Backend Apps Siebel
ah57sdcwa00110,System,,Siebel
ah57sdcwa00110,Purpose,,Siebel Web/App
ah57sdcwa00110,Supportgroup,,MMIS Support Backend Apps Siebel
ah57sdcwa00111,System,,Siebel
ah57sdcwa00111,Purpose,,Siebel Web/App
ah57sdcwa00111,Supportgroup,,MMIS Support Backend Apps Siebel
ah57sdcwa00112,System,,Siebel
ah57sdcwa00112,Purpose,,Siebel Application
ah57sdcwa00112,Supportgroup,,MMIS Support Backend Apps Siebel
ah57sdcwa00113,System,,Siebel
ah57sdcwa00113,Purpose,,Siebel Application
ah57sdcwa00113,Supportgroup,,MMIS Support Backend Apps Siebel
ah57sdcwa00114,System,,Siebel
ah57sdcwa00114,Purpose,,Siebel Application
ah57sdcwa00114,Supportgroup,,MMIS Support Backend Apps Siebel
ah57sdcwa00115,System,,Siebel
ah57sdcwa00115,Purpose,,Siebel Reports/App
ah57sdcwa00115,Supportgroup,,MMIS Support Backend Apps Siebel
ah57sdcwa00116,System,,Siebel
ah57sdcwa00116,Purpose,,Siebel Web/App
ah57sdcwa00116,Supportgroup,,MMIS Support Backend Apps Siebel
ah57sdcwa00117,System,,Siebel
ah57sdcwa00117,Purpose,,Siebel Web/App
ah57sdcwa00117,Supportgroup,,MMIS Support Backend Apps Siebel
ah57sdcwa00118,System,,Siebel
ah57sdcwa00118,Purpose,,Siebel Application
ah57sdcwa00118,Supportgroup,,MMIS Support Backend Apps Siebel
ah57sdcwa00119,System,,Siebel
ah57sdcwa00119,Purpose,,Siebel Application
ah57sdcwa00119,Supportgroup,,MMIS Support Backend Apps Siebel
ah57sdcwa00120,System,,Siebel
ah57sdcwa00120,Purpose,,Siebel Application
ah57sdcwa00120,Supportgroup,,MMIS Support Backend Apps Siebel
ah57sdcwa00121,System,,Siebel
ah57sdcwa00121,Purpose,,Siebel Reports/App
ah57sdcwa00121,Supportgroup,,MMIS Support Backend Apps Siebel
ah57sdcwa00122,System,,Siebel
ah57sdcwa00122,Purpose,,Siebel Web/App/Reports
ah57sdcwa00122,Supportgroup,,MMIS Support Backend Apps Siebel
ah57sdcwa00123,System,,Siebel
ah57sdcwa00123,Purpose,,Siebel Web/App/Report
ah57sdcwa00123,Supportgroup,,MMIS Support Backend Apps Siebel
ah57sdcwa00124,System,,LoadRunner Enterprise
ah57sdcwa00124,Purpose,,LoadRunner Enterprise Site Scope
ah57sdcwa00124,Supportgroup,,MMIS Support Backend Apps ALM
ah57sdcwa00125,System,,LoadRunner Enterprise
ah57sdcwa00125,Purpose,,LoadRunner Enterprise (old)
ah57sdcwa00125,Supportgroup,,MMIS Support Backend Apps ALM
ah57sdcwa00126,System,,ALM – Application Lifecycle Management
ah57sdcwa00126,Purpose,,ALM Synchronizer
ah57sdcwa00126,Supportgroup,,MMIS Support Backend Apps ALM
ah57sdcwa00127,System,,ALM – Application Lifecycle Management
ah57sdcwa00127,Purpose,,MFConnect
ah57sdcwa00127,Supportgroup,,MMIS Support Backend Apps ALM
ah57sdcwa00128,System,,LoadRunner Enterprise
ah57sdcwa00128,Purpose,,LoadRunner Enterprise Diag
ah57sdcwa00128,Supportgroup,,MMIS Support Backend Apps ALM
ah57sdcwa00129,System,,ALM – Application Lifecycle Management
ah57sdcwa00129,Purpose,,UFT Licensing Server (Autopass)
ah57sdcwa00129,Supportgroup,,MMIS Support Backend Apps ALM
ah57sdcwa00130,System,,LoadRunner Enterprise
ah57sdcwa00130,Purpose,,LoadRunner Enterprise Host 1
ah57sdcwa00130,Supportgroup,,MMIS Support Backend Apps ALM
ah57sdcwa00131,System,,LoadRunner Enterprise
ah57sdcwa00131,Purpose,,LoadRunner Enterprise Host 2
ah57sdcwa00131,Supportgroup,,MMIS Support Backend Apps ALM
ah57sdcwa00132,System,,LoadRunner Enterprise
ah57sdcwa00132,Purpose,,LoadRunner Enterprise Host 3
ah57sdcwa00132,Supportgroup,,MMIS Support Backend Apps ALM
ah57sdcwa00133,System,,LoadRunner Enterprise
ah57sdcwa00133,Purpose,,LoadRunner Enterprise Host 4
ah57sdcwa00133,Supportgroup,,MMIS Support Backend Apps ALM
ah57sdcwa00134,System,,LoadRunner Enterprise
ah57sdcwa00134,Purpose,,LoadRunner Enterprise Host 5
ah57sdcwa00134,Supportgroup,,MMIS Support Backend Apps ALM
ah57sdcwa00135,System,,LoadRunner Enterprise
ah57sdcwa00135,Purpose,,LoadRunner Enterprise Host 6
ah57sdcwa00135,Supportgroup,,MMIS Support Backend Apps ALM
ah57sdcwa00136,System,,LoadRunner Enterprise
ah57sdcwa00136,Purpose,,LoadRunner Enterprise Host 7
ah57sdcwa00136,Supportgroup,,MMIS Support Backend Apps ALM
ah57sdcwa00137,System,,LoadRunner Enterprise
ah57sdcwa00137,Purpose,,LoadRunner Enterprise Host 8
ah57sdcwa00137,Supportgroup,,MMIS Support Backend Apps ALM
ah57sdcwa00138,System,,LoadRunner Enterprise
ah57sdcwa00138,Purpose,,LoadRunner Enterprise Host 9
ah57sdcwa00138,Supportgroup,,MMIS Support Backend Apps ALM
ah57sdcwa00139,System,,LoadRunner Enterprise
ah57sdcwa00139,Purpose,,LoadRunner Enterprise Host 10
ah57sdcwa00139,Supportgroup,,MMIS Support Backend Apps ALM
ah57sdcwa00140,System,,LoadRunner Enterprise
ah57sdcwa00140,Purpose,,LoadRunner Enterprise Host 11
ah57sdcwa00140,Supportgroup,,MMIS Support Backend Apps ALM
ah57sdcwa00141,System,,LoadRunner Enterprise
ah57sdcwa00141,Purpose,,LoadRunner Enterprise Host 12
ah57sdcwa00141,Supportgroup,,MMIS Support Backend Apps ALM
ah57sdcwa00142,System,,LoadRunner Enterprise
ah57sdcwa00142,Purpose,,LoadRunner Enterprise Host 13
ah57sdcwa00142,Supportgroup,,MMIS Support Backend Apps ALM
ah57sdcwa00143,System,,LoadRunner Enterprise
ah57sdcwa00143,Purpose,,LoadRunner Enterprise Host 14
ah57sdcwa00143,Supportgroup,,MMIS Support Backend Apps ALM
ah57sdcwa00144,System,,LoadRunner Enterprise
ah57sdcwa00144,Purpose,,LoadRunner Enterprise Host 15
ah57sdcwa00144,Supportgroup,,MMIS Support Backend Apps ALM
ah57sdcwa00145,System,,LoadRunner Enterprise
ah57sdcwa00145,Purpose,,LoadRunner Enterprise Site Scope
ah57sdcwa00145,Supportgroup,,MMIS Support Backend Apps ALM
ah57sdcwa00146,System,,LoadRunner Enterprise
ah57sdcwa00146,Purpose,,LoadRunner Enterprise (old)
ah57sdcwa00146,Supportgroup,,MMIS Support Backend Apps ALM
ah57sdcwa00147,System,,ALM – Application Lifecycle Management
ah57sdcwa00147,Purpose,,ALM Synchronizer
ah57sdcwa00147,Supportgroup,,MMIS Support Backend Apps ALM
ah57sdcwa00148,System,,ALM – Application Lifecycle Management
ah57sdcwa00148,Purpose,,MFConnect
ah57sdcwa00148,Supportgroup,,MMIS Support Backend Apps ALM
ah57sdcwa00149,System,,LoadRunner Enterprise
ah57sdcwa00149,Purpose,,LoadRunner Enterprise Diag
ah57sdcwa00149,Supportgroup,,MMIS Support Backend Apps ALM
ah57sdcwa00150,System,,TPrime
ah57sdcwa00150,Purpose,,Search/Application
ah57sdcwa00150,Supportgroup,,TPRIME SW ADMIN
ah57sdcwa00152,System,,ALM – Application Lifecycle Management
ah57sdcwa00152,Purpose,,UFT Licensing Server (Autopass)
ah57sdcwa00152,Supportgroup,,MMIS Support Backend Apps ALM
ah57sdcwa00154,System,,CMOD – Content Management On Demand
ah57sdcwa00154,Purpose,,IBM Content Navigator
ah57sdcwa00154,Supportgroup,,MMIS Support Backend Apps CMOD
ah57sdcwa00155,System,,CMOD – Content Management On Demand
ah57sdcwa00155,Purpose,,IBM Content Navigator
ah57sdcwa00155,Supportgroup,,MMIS Support Backend Apps CMOD
ah57sdcwa00156,System,,CMOD – Content Management On Demand
ah57sdcwa00156,Purpose,,Library / Object Server
ah57sdcwa00156,Supportgroup,,MMIS Support Backend Apps CMOD
ah57sdcwa00157,System,,CMOD – Content Management On Demand
ah57sdcwa00157,Purpose,,Library / Object Server
ah57sdcwa00157,Supportgroup,,MMIS Support Backend Apps CMOD
ah57sdcwa00158,System,,CMOD – Content Management On Demand
ah57sdcwa00158,Purpose,,IBM Content Navigator
ah57sdcwa00158,Supportgroup,,MMIS Support Backend Apps CMOD
ah57sdcwa00159,System,,CMOD – Content Management On Demand
ah57sdcwa00159,Purpose,,Library / Object Server
ah57sdcwa00159,Supportgroup,,MMIS Support Backend Apps CMOD
ah57sdcwa00160,System,,CMOD – Content Management On Demand
ah57sdcwa00160,Purpose,,IBM Content Navigator
ah57sdcwa00160,Supportgroup,,MMIS Support Backend Apps CMOD
ah57sdcwa00161,System,,CMOD – Content Management On Demand
ah57sdcwa00161,Purpose,,IBM Content Navigator
ah57sdcwa00161,Supportgroup,,MMIS Support Backend Apps CMOD
ah57sdcwa00162,System,,CMOD – Content Management On Demand
ah57sdcwa00162,Purpose,,Library / Object Server
ah57sdcwa00162,Supportgroup,,MMIS Support Backend Apps CMOD
ah57sdcwa00163,System,,CMOD – Content Management On Demand
ah57sdcwa00163,Purpose,,IBM Content Navigator
ah57sdcwa00163,Supportgroup,,MMIS Support Backend Apps CMOD
ah57sdcwa00164,System,,Appeon
ah57sdcwa00164,Purpose,,PowerServer App 1
ah57sdcwa00164,Supportgroup,,MMIS Support Visual Apps Visual Apps (Appeon/TCOS/PWB/.NET)
ah57sdcwa00165,System,,Appeon
ah57sdcwa00165,Purpose,,PowerServer App 2
ah57sdcwa00165,Supportgroup,,MMIS Support Visual Apps Visual Apps (Appeon/TCOS/PWB/.NET)
ah57sdcwa00166,System,,Appeon
ah57sdcwa00166,Purpose,,PowerServer App 3
ah57sdcwa00166,Supportgroup,,MMIS Support Visual Apps Visual Apps (Appeon/TCOS/PWB/.NET)
ah57sdcwa00167,System,,Appeon
ah57sdcwa00167,Purpose,,PowerServer App 1
ah57sdcwa00167,Supportgroup,,MMIS Support Visual Apps Visual Apps (Appeon/TCOS/PWB/.NET)
ah57sdcwa00168,System,,Appeon
ah57sdcwa00168,Purpose,,PowerServer App 2
ah57sdcwa00168,Supportgroup,,MMIS Support Visual Apps Visual Apps (Appeon/TCOS/PWB/.NET)
ah57sdcwa00169,System,,Appeon
ah57sdcwa00169,Purpose,,PowerServer App 3
ah57sdcwa00169,Supportgroup,,MMIS Support Visual Apps Visual Apps (Appeon/TCOS/PWB/.NET)
ah57sdcwa00170,System,,LoadRunner Enterprise
ah57sdcwa00170,Purpose,,LoadRunner Enterprise Host 1
ah57sdcwa00170,Supportgroup,,MMIS Support Backend Apps ALM
ah57sdcwa00171,System,,LoadRunner Enterprise
ah57sdcwa00171,Purpose,,LoadRunner Enterprise Host 2
ah57sdcwa00171,Supportgroup,,MMIS Support Backend Apps ALM
ah57sdcwa00172,System,,FileNet
ah57sdcwa00172,Purpose,,Filenet ICC
ah57sdcwa00172,Supportgroup,,MMIS Support Backend Apps Filenet
ah57sdcwa00173,System,,FileNet
ah57sdcwa00173,Purpose,,Filenet IDL
ah57sdcwa00173,Supportgroup,,MMIS Support Backend Apps Filenet
ah57sdcwa00174,System,,FileNet
ah57sdcwa00174,Purpose,,Filenet CSS
ah57sdcwa00174,Supportgroup,,MMIS Support Backend Apps Filenet
ah57sdcwa00175,System,,FileNet
ah57sdcwa00175,Purpose,,Filenet ICC
ah57sdcwa00175,Supportgroup,,MMIS Support Backend Apps Filenet
ah57sdcwa00176,System,,FileNet
ah57sdcwa00176,Purpose,,Filenet IDL/CSS
ah57sdcwa00176,Supportgroup,,MMIS Support Backend Apps Filenet
ah57sdcwa00177,System,,FileNet
ah57sdcwa00177,Purpose,,Filenet ICC
ah57sdcwa00177,Supportgroup,,MMIS Support Backend Apps Filenet
ah57sdcwa00178,System,,FileNet
ah57sdcwa00178,Purpose,,Filenet IDL/CSS
ah57sdcwa00178,Supportgroup,,MMIS Support Backend Apps Filenet
ah57sdcwa00179,System,,Exstream
ah57sdcwa00179,Purpose,,App Server
ah57sdcwa00179,Supportgroup,,MMIS Support MMIS Front End Letters
ah57sdcwa00180,System,,Test Data Manager
ah57sdcwa00180,Purpose,,Data Masking 1
ah57sdcwa00180,Supportgroup,,TDM SW ADMIN
ah57sdcwa00181,System,,Test Data Manager
ah57sdcwa00181,Purpose,,Data Masking 2
ah57sdcwa00181,Supportgroup,,TDM SW ADMIN
ah57sdcwa00182,System,,Exstream
ah57sdcwa00182,Purpose,,Command Center
ah57sdcwa00182,Supportgroup,,MMIS Support MMIS Front End Letters
ah57sdcwa00183,System,,Exstream
ah57sdcwa00183,Purpose,,Licensing Server
ah57sdcwa00183,Supportgroup,,MMIS Support MMIS Front End Letters
ah57sdcwa00184,System,,Exstream
ah57sdcwa00184,Purpose,,Command Center
ah57sdcwa00184,Supportgroup,,MMIS Support MMIS Front End Letters
ah57sdcwa00185,System,,Exstream
ah57sdcwa00185,Purpose,,Command Center
ah57sdcwa00185,Supportgroup,,MMIS Support MMIS Front End Letters
ah57sdcwa00186,System,,Exstream
ah57sdcwa00186,Purpose,,Licensing Server
ah57sdcwa00186,Supportgroup,,MMIS Support MMIS Front End Letters
ah57sdcwa00187,System,,RRI - Resource Recognition Incorporated
ah57sdcwa00187,Purpose,,Qmanager App
ah57sdcwa00187,Supportgroup,,MMIS Support Backend Apps Formworks
ah57sdcwa00188,System,,RRI - Resource Recognition Incorporated
ah57sdcwa00188,Purpose,,BG Worker 1 App
ah57sdcwa00188,Supportgroup,,MMIS Support Backend Apps Formworks
ah57sdcwa00189,System,,RRI - Resource Recognition Incorporated
ah57sdcwa00189,Purpose,,BG Worker 2 App
ah57sdcwa00189,Supportgroup,,MMIS Support Backend Apps Formworks
ah57sdcwa00190,System,,RRI - Resource Recognition Incorporated
ah57sdcwa00190,Purpose,,"WebKey / Bridges
1"
ah57sdcwa00190,Supportgroup,,MMIS Support Backend Apps Formworks
ah57sdcwa00191,System,,RRI - Resource Recognition Incorporated
ah57sdcwa00191,Purpose,,Output QA Store
ah57sdcwa00191,Supportgroup,,MMIS Support Backend Apps Formworks
ah57sdcwa00192,System,,RRI - Resource Recognition Incorporated
ah57sdcwa00192,Purpose,,Lookup
ah57sdcwa00192,Supportgroup,,MMIS Support Backend Apps Formworks
ah57sdcwa00197,System,,Decision Analytics
ah57sdcwa00197,Purpose,,"Qlik Server / Database
replication to cloud"
ah57sdcwa00197,Supportgroup,,MMIS Support Decision Analytics Dashboard
ah57sdcwa00198,System,,Decision Analytics
ah57sdcwa00198,Purpose,,"Qlik Server / Database
replication to cloud"
ah57sdcwa00198,Supportgroup,,MMIS Support Decision Analytics Dashboard
ah57sdcwa00202,System,,Appeon
ah57sdcwa00202,Purpose,,PowerServer App 1
ah57sdcwa00202,Supportgroup,,MMIS Support Visual Apps Visual Apps (Appeon/TCOS/PWB/.NET)
ah57sdcwa00203,System,,Appeon
ah57sdcwa00203,Purpose,,PowerServer App 2
ah57sdcwa00203,Supportgroup,,MMIS Support Visual Apps Visual Apps (Appeon/TCOS/PWB/.NET)
ah57sdcwa00204,System,,Appeon
ah57sdcwa00204,Purpose,,PowerServer App1
ah57sdcwa00204,Supportgroup,,MMIS Support Visual Apps Visual Apps (Appeon/TCOS/PWB/.NET)
ah57sdcwa00205,System,,Appeon
ah57sdcwa00205,Purpose,,PowerServer App2
ah57sdcwa00205,Supportgroup,,MMIS Support Visual Apps Visual Apps (Appeon/TCOS/PWB/.NET)
ah57sdcwa01137,System,,Exstream
ah57sdcwa01137,Purpose,,Print Server
ah57sdcwa01137,Supportgroup,,EXSTREAM SW ADMIN
ah57sdcwa20008,System,,Performance Center
ah57sdcwa20008,Purpose,,ALM PC Host
ah57sdcwa20008,Supportgroup,,ALM SW ADMIN
ah57sdcwa20009,System,,Performance Center
ah57sdcwa20009,Purpose,,ALM PC Host
ah57sdcwa20009,Supportgroup,,ALM SW ADMIN
ah57sdcwa20010,System,,Performance Center
ah57sdcwa20010,Purpose,,ALM PC Host
ah57sdcwa20010,Supportgroup,,ALM SW ADMIN
ah57sdcwa20011,System,,Performance Center
ah57sdcwa20011,Purpose,,ALM PC Host
ah57sdcwa20011,Supportgroup,,ALM SW ADMIN
ah57sdcwa20012,System,,Performance Center
ah57sdcwa20012,Purpose,,ALM PC Host
ah57sdcwa20012,Supportgroup,,ALM SW ADMIN
ah57sdcwa20013,System,,Performance Center
ah57sdcwa20013,Purpose,,ALM PC Host
ah57sdcwa20013,Supportgroup,,ALM SW ADMIN
ah57sdcwa20014,System,,Performance Center
ah57sdcwa20014,Purpose,,ALM PC Host
ah57sdcwa20014,Supportgroup,,ALM SW ADMIN
ah57sdcwa20015,System,,Performance Center
ah57sdcwa20015,Purpose,,ALM PC Host
ah57sdcwa20015,Supportgroup,,ALM SW ADMIN
ah57sdcwa20016,System,,Performance Center
ah57sdcwa20016,Purpose,,ALM PC Host
ah57sdcwa20016,Supportgroup,,ALM SW ADMIN
ah57sdcwa20017,System,,Performance Center
ah57sdcwa20017,Purpose,,ALM PC Host
ah57sdcwa20017,Supportgroup,,ALM SW ADMIN
ah57sdcwa20018,System,,Performance Center
ah57sdcwa20018,Purpose,,ALM PC Host
ah57sdcwa20018,Supportgroup,,ALM SW ADMIN
ah57sdcwa20019,System,,Performance Center
ah57sdcwa20019,Purpose,,ALM PC Host
ah57sdcwa20019,Supportgroup,,ALM SW ADMIN
ah57sdcwa20020,System,,Performance Center
ah57sdcwa20020,Purpose,,ALM PC Host
ah57sdcwa20020,Supportgroup,,ALM SW ADMIN
ah57sdcwa20021,System,,Performance Center
ah57sdcwa20021,Purpose,,ALM PC Host
ah57sdcwa20021,Supportgroup,,ALM SW ADMIN
ah57sdcwa20022,System,,Performance Center
ah57sdcwa20022,Purpose,,ALM PC Host
ah57sdcwa20022,Supportgroup,,ALM SW ADMIN
ah57sdcwa20023,System,,ALM
ah57sdcwa20023,Purpose,,SiteScope
ah57sdcwa20023,Supportgroup,,ALM SW ADMIN
ah57sdcwa20024,System,,ALM
ah57sdcwa20024,Purpose,,ALM Sync
ah57sdcwa20024,Supportgroup,,ALM SW ADMIN
ah57sdcwa20025,System,,AGM
ah57sdcwa20025,Purpose,,AGM Sync
ah57sdcwa20025,Supportgroup,,ALM SW ADMIN
ah57sdcwa20026,System,,ALM
ah57sdcwa20026,Purpose,,ALM PC Diag
ah57sdcwa20026,Supportgroup,,ALM SW ADMIN
ah57sdcwa20027,System,,ALM
ah57sdcwa20027,Purpose,,ALM UFT Licensing Server
ah57sdcwa20027,Supportgroup,,ALM SW ADMIN
ah57sdcwa20028,System,,Jira for MMIS
ah57sdcwa20028,Purpose,,Jira Web Server
ah57sdcwa20028,Supportgroup,,AGM SW ADMIN
ah57sdcwb00002,System,,TPrime SharePoint SQL
ah57sdcwb00002,Purpose,,SharePoint Database Server
ah57sdcwb00002,Supportgroup,,MMIS Support Backend Apps SharePoint
ah57sdcwb00013,System,,Sharepoint Qlik
ah57sdcwb00013,Purpose,,Qlik Prod  and Sharepoint Migration tool
ah57sdcwb00013,Supportgroup,,MMIS Change Backend Apps Sharepoint
ah57sdcwb00019,System,,TEAMS
ah57sdcwb00019,Purpose,,MS SQL DB Server
ah57sdcwb00019,Supportgroup,,TEAMS SW ADMIN
ah57sdcwb00020,System,,TEAMS
ah57sdcwb00020,Purpose,,MS SQL DB Server
ah57sdcwb00020,Supportgroup,,TEAMS SW ADMIN
ah57sdcwb00021,System,,TPrime
ah57sdcwb00021,Purpose,,SQL DB Server
ah57sdcwb00021,Supportgroup,,TPRIME SW ADMIN
ah57sdcwb00027,System,,TPrime
ah57sdcwb00027,Purpose,,T-Prime SharePoint SQL DB Server
ah57sdcwb00027,Supportgroup,,MMIS Change Backend Apps Sharepoint
ah57sdcwb00040,System,,TPrime
ah57sdcwb00040,Purpose,,MS SQL DB Server
ah57sdcwb00040,Supportgroup,,TPRIME SW ADMIN
ah57sdcwb00041,System,,TPrime
ah57sdcwb00041,Purpose,,MS SQL DB Server
ah57sdcwb00041,Supportgroup,,TPRIME SW ADMIN
ah57sdcwb00042,System,,Decision Analytics
ah57sdcwb00042,Purpose,,"UAT / STAGING SQL
Enterprise & SSIS"
ah57sdcwb00042,Supportgroup,,WINDOWS OS ADMIN STS
ah57sdcwb00043,System,,Decision Analytics
ah57sdcwb00043,Purpose,,"DEV SQL Enterprise &
SSIS"
ah57sdcwb00043,Supportgroup,,WINDOWS OS ADMIN STS
ah57sdcwc00001,System,,Decision Analytics
ah57sdcwc00001,Purpose,,"Prod Cluster 1
Power BI, SSDS & SSAS"
ah57sdcwc00001,Supportgroup,,WINDOWS OS ADMIN STS
ah57sdcwc00002,System,,Decision Analytics
ah57sdcwc00002,Purpose,,"Prod Power BI, SSDS & SSAS"
ah57sdcwc00002,Supportgroup,,WINDOWS OS ADMIN STS
ah57sdcwc00003,System,,Decision Analytics
ah57sdcwc00003,Purpose,,"Prod Cluster 2
SQL Ent & SSIS"
ah57sdcwc00003,Supportgroup,,WINDOWS OS ADMIN STS
ah57sdcwc00004,System,,Decision Analytics
ah57sdcwc00004,Purpose,,"Prod Cluster 2
SQL Ent & SSIS"
ah57sdcwc00004,Supportgroup,,WINDOWS OS ADMIN STS
ah57sdcwf00001,System,,FileShares
ah57sdcwf00001,Purpose,,Windows File Server
ah57sdcwf00001,Supportgroup,,MMIS Support INF Windows
ah57sdcwt00001,System,,Decision Analytics
ah57sdcwt00001,Purpose,,Terminal Services / Prod Support / UAT Testing
ah57sdcwt00001,Supportgroup,,MMIS Support Decision Analytics Dashboard
ah57sdcwt00002,System,,Decision Analytics
ah57sdcwt00002,Purpose,,Terminal Services / DEV
ah57sdcwt00002,Supportgroup,,MMIS Support Decision Analytics Dashboard
ah57sdcww00029,System,,TDM
ah57sdcww00029,Purpose,,CA Test Data Management
ah57sdcww00029,Supportgroup,,MMIS Support Backend Apps ALM
ah57sdcww00030,System,,Datastage
ah57sdcww00030,Purpose,,Web/App Server
ah57sdcww00030,Supportgroup,,DATASTAGE SW ADMIN
ah57sdcww00035,System,,Siebel
ah57sdcww00035,Purpose,,Siebel 2016 Web
ah57sdcww00035,Supportgroup,,MMIS Support Backend Apps Siebel
ah57sdcww00036,System,,Siebel
ah57sdcww00036,Purpose,,Siebel 2016 Web
ah57sdcww00036,Supportgroup,,MMIS Support Backend Apps Siebel
ah57sdcww00037,System,,SharePoint Qlik
ah57sdcww00037,Purpose,,Qlik Dev & SQL Server and Sharepoint Migration tool
ah57sdcww00037,Supportgroup,,MMIS Support Data Warehouse Azure
ah57sdcww00038,System,,SharePoint
ah57sdcww00038,Purpose,,SharePoint Web
ah57sdcww00038,Supportgroup,,MMIS Change Backend Apps Sharepoint
ah57sdcww00040,System,,Appeon
ah57sdcww00040,Purpose,,Interchange Web
ah57sdcww00040,Supportgroup,,APPEON SW ADMIN
